"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"6941","Loan denied",4.18965474202643,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Female",5.72031177660741,"Conventional","Cash-out",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6942","Loan denied",4.86753445045558,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",6.05208916892442,"FHA","Cash-out",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6943","Loan denied",4.60517018598809,"50%-60%","No","Unknwon","Other","Unknown",5.61677109766657,"FHA","Cash-out",5.84354441703136,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6944","Loan denied",4.00733318523247,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",4.8283137373023,"Conventional","Other purpose",5.54126354515843,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6945","Loan denied",5.30330490805908,"50%-60%","No","Unknwon","Other","Unknown",6.4377516497364,"Conventional","Home purchase",6.54391184556479,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6946","Loan denied",5.24174701505964,"36%-42%","No","Unknwon","Black or African American","Unknown",6.07534603108868,"Conventional","Cash-out",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6947","Loan denied",3.13549421592915,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Male",4.31748811353631,"FHA","Other purpose",6.88243747099785,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6948","Loan denied",4.33073334028633,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",5.65248918026865,"FHA","Cash-out",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6949","Loan denied",0,"<20%","No","Not Hispanic or Latino","Black or African American","Male",4.00733318523247,"Conventional","Cash-out",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6950","Loan denied",4.74493212836325,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",4.55387689160054,"Conventional","Cash-out",6.54391184556479,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6951","Loan denied",4.61512051684126,"36%-42%","No","Not Hispanic or Latino","White","Female",6.00388706710654,"Conventional","Home purchase",6.18414889093748,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6952","Loan denied",5.31320597904179,">60%","No","Unknwon","Other","Unknown",5.32300997913841,"Conventional","Cash-out",6.38856140554563,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6953","Loan denied",5.64897423816121,"50%-60%","Yes","Unknwon","Other","Unknown",6.66568371778241,"Conventional","Cash-out",6.70318811324086,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6954","Loan denied",5.01727983681492,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Male",6.30078579466324,"Conventional","Refinancing",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6955","Loan denied",4.80402104473326,"43%-49%","No","Not Hispanic or Latino","Other","Female",5.84354441703136,"Conventional","Refinancing",6.62671774924902,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6956","Loan denied",5.54907608489522,"30%-35%","No","Not Hispanic or Latino","White","Female",6.22455842927536,"Conventional","Cash-out",6.57228254269401,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6957","Loan denied",4.90527477843843,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.41610040220442,"Conventional","Cash-out",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6958","Loan denied",4.45434729625351,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.87211778947542,"FHA","Cash-out",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6959","Loan denied",4.85981240436167,"36%-42%","No","Unknwon","Other","Unknown",6.07534603108868,"Conventional","Refinancing",7.09423484592476,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6960","Loan denied",4.48863636973214,"50%-60%","No","Not Hispanic or Latino","White","Female",5.22035582507832,"Conventional","Other purpose",5.72031177660741,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6961","Loan denied",4.95582705760126,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",4.55387689160054,"Conventional","Refinancing",4.74493212836325,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6962","Loan denied",3.98898404656427,">60%","No","Not Hispanic or Latino","Asian","Male",5.78382518232974,"Conventional","Other purpose",6.31896811374643,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6963","Loan denied",4.93447393313069,"20%-29%","No","Not Hispanic or Latino","White","Male",5.54126354515843,"Conventional","Home purchase",5.61677109766657,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6964","Loan denied",4.21950770517611,"43%-49%","Yes","Unknwon","Other","Unknown",5.50125821054473,"Conventional","Other purpose",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6965","Loan denied",4.97673374242057,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.84354441703136,"Conventional","Cash-out",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6966","Loan denied",5.18178355029209,"30%-35%","No","Unknwon","Other","Male",6.30078579466324,"Conventional","Cash-out",6.58617165485467,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"6967","Loan denied",6.99668148817654,"20%-29%","No","Unknwon","Other","Unknown",7.59337419312129,"Conventional","Home purchase",7.81399567500279,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"6968","Loan denied",4.84418708645859,"30%-35%","No","Not Hispanic or Latino","Black or African American","Male",5.41610040220442,"FHA","Cash-out",6.69084227741856,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6969","Loan denied",5.01727983681492,"43%-49%","No","Not Hispanic or Latino","Asian","Female",6.31896811374643,"FHA","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6970","Loan denied",4.89783979995091,"50%-60%","Yes","Not Hispanic or Latino","Other","Female",5.92692602597041,"Conventional","Refinancing",5.84354441703136,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6971","Loan denied",4.52178857704904,"20%-29%","No","Unknwon","Other","Male",4.44265125649032,"Conventional","Other purpose",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6972","Loan denied",4.52178857704904,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Female",5.54126354515843,"FHA","Cash-out",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6973","Loan denied",4.35670882668959,"36%-42%","Yes","Not Hispanic or Latino","Other","Male",4.90527477843843,"Conventional","Cash-out",4.8283137373023,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6974","Loan denied",4.34380542185368,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",5.87211778947542,"FHA","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6975","Loan denied",4.93447393313069,"50%-60%","No","Unknwon","Other","Male",6.33682573114644,"FHA","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6976","Loan denied",4.66343909411207,"36%-42%","No","Not Hispanic or Latino","White","Male",4.00733318523247,"Conventional","Cash-out",6.16331480403464,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6977","Loan denied",0,"<20%","No","Hispanic or Latino","Black or African American","Male",6.73933662735717,"Conventional","Home purchase",6.96129604591017,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6978","Loan denied",6.33150184989369,"43%-49%","No","Unknwon","Other","Unknown",5.78382518232974,"Conventional","Refinancing",6.07534603108868,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"6979","Loan denied",4.97673374242057,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",4.55387689160054,"Conventional","Cash-out",6.84054652928869,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6980","Loan denied",4.89034912822175,">60%","No","Not Hispanic or Latino","Asian","Male",6.31896811374643,"FHA","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6981","Loan denied",4.44265125649032,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Female",6.22455842927536,"Conventional","Cash-out",6.58617165485467,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"6982","Loan denied",4.15888308335967,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",3.80666248977032,"Conventional","Cash-out",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6983","Loan denied",4.17438726989564,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",5.61677109766657,"Conventional","Home purchase",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6984","Loan denied",2.83321334405622,">60%","Yes","Not Hispanic or Latino","Black or African American","Male",4.31748811353631,"Conventional","Cash-out",6.75110146893676,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6985","Loan denied",4.02535169073515,"20%-29%","Yes","Unknwon","Other","Unknown",4.55387689160054,"Conventional","Cash-out",4.90527477843843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6986","Loan denied",4.44265125649032,">60%","Yes","Not Hispanic or Latino","White","Female",5.61677109766657,"Conventional","Cash-out",6.80793494369993,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6987","Loan denied",4.26267987704132,">60%","No","Not Hispanic or Latino","White","Male",4.65396035015752,"Conventional","Cash-out",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"6988","Loan denied",5.29330482472449,"50%-60%","No","Unknwon","Other","Female",6.38856140554563,"FHA","Home purchase",6.42162226780652,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"6989","Loan denied",2.89037175789616,"30%-35%","Yes","Not Hispanic or Latino","Black or African American","Female",4.00733318523247,"FHA","Other purpose",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
